fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Semester 2 2009*2009-07-01*2009-12-31*3988*acgestionclientes@ahorro.com*A3    MOODY'S*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Trimester 3 2009*2009-07-01*2009-09-30*3988*acgestionclientes@ahorro.com*A3    MOODY'S*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Semester 1 2009*2009-01-01*2009-06-30*3988*acgestionclientes@ahorro.com*A3    MOODY'S*BAJO***************
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Semester 2 2010*2010-07-01*2010-12-31*3988*acgestionclientes@ahorro.com*BBB-  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Trimester 3 2010*2010-07-01*2010-09-30*3988*acgestionclientes@ahorro.com*A3    MOODY'S*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Semester 1 2010*2010-01-01*2010-06-30*3988*acgestionclientes@ahorro.com*A3    MOODY'S*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Trimester 1 2010*2010-01-01*2010-03-31*3988*acgestionclientes@ahorro.com*A3    MOODY'S*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*85377406*Semester 2 2011*2011-07-01*2011-12-31*3988*acgestionclientes@ahorro.com*Baa3  MOODY'S*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*85377406*Trimester 3 2011*2011-07-01*2011-09-30*3988*acgestionclientes@ahorro.com*BB+   FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*85377406*Semester 1 2011*2011-01-01*2011-06-30*3988*acgestionclientes@ahorro.com*BB+   FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Caixa Galicia Euribor Gtzdo, F.I.*85377406*Trimester 1 2011*2011-01-01*2011-03-31*3988*acgestionclientes@ahorro.com*Baa3  MOODY'S*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*85377406*Semester 2 2012*2012-07-01*2012-12-31*3988*acgestionclientes@ahorro.com*;B1  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*85377406*Trimester 3 2012*2012-07-01*2012-09-30*3988*acgestionclientes@ahorro.com*;B1  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*85377406*Semester 1 2012*2012-01-01*2012-06-30*3988*acgestionclientes@ahorro.com*;B1  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantia 2, F.I.*85377406*Trimester 1 2012*2012-01-01*2012-03-31*3988*acgestionclientes@ahorro.com*;Ba1  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*85377406*Trimester 3 2013*2013-07-01*2013-09-30*3988*acgestionclientes@ahorro.com*;B3  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*85377406*Semester 1 2013*2013-01-01*2013-06-30*3988*acgestionclientes@ahorro.com*;B1  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*85377406*Trimester 1 2013*2013-01-01*2013-03-31*3988*acgestionclientes@ahorro.com*;B1  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*Novacaixagalicia Garantía 2, F.I.*85377406*Semester 2 2012*2012-07-01*2012-12-31*3988*acgestionclientes@ahorro.com*;B1  MOODY'S;BB+  FITCH*Bajo***************
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*85377406*Semester 2 2018*2018-07-01*2018-12-31*3988*imantiaclientes@imantia.com*BBB*2, de una escala del 1 al 7*0.56*0.01***0.0**false**0.25*0.0*0.25*0.04***
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*85377406*Trimester 3 2018*2018-07-01*2018-09-30*3988*imantiaclientes@imantia.com*BBB- (Fitch)*2, de una escala del 1 al 7*0.29*0.02***0.0**false**0.13*0.0*0.13*0.02*-0.05*0.23*0.15
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*85377406*Semester 1 2018*2018-01-01*2018-06-30*3988*imantiaclientes@imantia.com*BBB- (Fitch)*2, de una escala del 1 al 7*0.56*0.0***0.0**false**0.25*0.0*0.25*0.04***
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*85377406*Trimester 1 2018*2018-01-01*2018-03-31*3988*imantiaclientes@imantia.com*BBB- (Fitch)*2, de una escala del 1 al 7*0.32*0.0***0.0**false**0.12*0.0*0.12*0.02*-0.09*0.14*0.14
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*85377406*Semester 2 2019*2019-07-01*2019-12-31*3988*imantiaclientes@imantia.com*BBB+*2, de una escala del 1 al 7*0.58*0.01***0.0**false**0.25*0.0*0.25*0.04***
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*85377406*Trimester 3 2019*2019-07-01*2019-09-30*3988*imantiaclientes@imantia.com*BBB+*2, de una escala del 1 al 7*0.2*0.0***0.0**false**0.13*0.0*0.13*0.02*0.0*0.13*0.15
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*85377406*Semester 1 2019*2019-01-01*2019-06-30*3988*imantiaclientes@imantia.com*BBB+*2, de una escala del 1 al 7*0.87*-0.01***0.0**false**0.25*0.0*0.25*0.04***
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA CORTO PLAZO, F.I.*85377406*Trimester 1 2019*2019-01-01*2019-03-31*3988*imantiaclientes@imantia.com*BBB*2, de una escala del 1 al 7*0.38*0.0***0.0**false**0.12*0.0*0.12*0.02*0.23*0.14*0.14
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*85377406*Semester 2 2020*2020-07-01*2020-12-31*3988*imantiaclientes@imantia.com*BBB+*2, de una escala del 1 al 7*0.47*-0.03***0.0**false**0.25*0.0*0.25*0.04***
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*85377406*Trimester 3 2020*2020-07-01*2020-09-30*3988*imantiaclientes@imantia.com*BBB+*2, de una escala del 1 al 7*0.21*0.0***0.0**false**0.13*0.0*0.13*0.02*0.48*0.3*0.15
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*85377406*Semester 1 2020*2020-01-01*2020-06-30*3988*imantiaclientes@imantia.com*BBB+*2, de una escala del 1 al 7*0.69*-0.02***0.0**false**0.25*0.0*0.25*0.04***
ABANCA RENTA FIJA PATRIMONIO, FI*ABANCA RENTA FIJA PATRIMONIO, F.I.*85377406*Trimester 1 2020*2020-01-01*2020-03-31*3988*imantiaclientes@imantia.com*BBB+*2, de una escala del 1 al 7*0.28*0.0***0.0**false**0.12*0.0*0.12*0.02*-1.83*1.63*0.14
