fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2009 S2*2009-07-01*2009-12-31*Medio*0.0*0.48**1320262.64*2066*0.0*13639992*false *10.3313***0.6*0.0*1.3*2.6*0.4*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2009 T3*2009-07-01*2009-09-30*Medio*0.0*0.34**859784.79*1549*0.0*8768640*false *10.1986***0.3*0.0*4.05*1.39*0.39*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2009 S1*2009-01-01*2009-06-30*Medio*0.0*0.97**529935.4*1100*0.0*5194278*false*9.8017***0.61*0.0*2.96*2.47*0.41*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2010 S2*2010-07-01*2010-12-31*Medio*0.4*0.18**1993918.42*2700*0.0*21153280*false *10.6089***0.67*0.0*-1.48*3.25*0.34*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2010 T3*2010-07-01*2010-09-30*Medio*0.17*-0.01**1917262.42*2657*0.0*20645206*false *10.7681***0.37*0.0*3.66*2.83*0.4*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2010 S1*2010-01-01*2010-06-30*Medio*0.34*0.23**1856761.39*2592*0.0*19288342*false *10.3882***0.52*0.0*-2.54*6.47*0.31*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2010 T1*2010-01-01*2010-03-31*Medio*0.14*0.4**1767090.91*2529*0.0*18834287*false *10.6584***0.29*0.0*3.17*3.2*0.35*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2011 T3*2011-07-01*2011-09-30*Medio*0.2*0.83**1871998.19*2548*0.0*19307238*false *10.3137***0.3*0.0*-3.08*4.33*0.32*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2011 S1*2011-01-01*2011-06-30*Medio*0.47*0.58**2048241.7*2729*0.0*21796914*false *10.6418***0.59*0.0*-0.16*3.13*0.38*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO FI*2011 T1*2011-01-01*2011-03-31*Medio*0.12*0.46**2135004.79*2828*0.0*22756089*false *10.6586***0.3*0.0*0.47*1.85*0.32*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2014 T1*2014-01-01*2014-03-31*4 en una escala de 1 a 7*0.0*0.15**4487944.64*5185*0.0*54372214*false*12.1152*0.29*0.0*0.29*0.0*2.13*2.98*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2015 T3*2015-07-01*2015-09-30*5 en una escala de 1 a 7*0.02*0.0**15748236.46*15937*0.0*199927603*false*12.6952*0.3*0.0*0.3*0.0*-2.8*6.61*0.31*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2015 S1*2015-01-01*2015-06-30*5 en una escala de 1 a 7*0.0*-0.01**15049970.32*15004*0.0*196558121*false*13.0604*0.59*0.0*0.59*0.0*-5.47*5.88*0.31*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2015 T1*2015-01-01*2015-03-31*5 en una escala de 1 a 7*0.0*-0.01**14500619.14*13917*0.0*200339032*false*13.8159*0.29*0.0*0.29*0.0*6.04*5.05*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2014 S2*2014-07-01*2014-12-31*5 en una escala de 1 a 7*0.0*0.01**9715483.6*9791*0.0*126577437*false*13.0284*0.6*0.0*0.6*0.0*2.75*4.79*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2016 S2*2016-07-01*2016-12-31*5 en una escala de 1 a 7*0.56*0.0**15187418.08*16300*0.0*203674012*false*13.4107*0.6*0.0*0.6*0.0*0.41*4.26*0.31*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2016 T3*2016-07-01*2016-09-30*5 en una escala de 1 a 7*0.4*0.0**14934269.41*15980*0.0*199460988*false*13.3559*0.3*0.0*0.3*0.0*2.56*4.39*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2016 S1*2016-01-01*2016-06-30*5 en una escala de 1 a 7*0.98*0.0**14280363.17*15333*0.0*185957638*false*13.0219*0.6*0.0*0.6*0.0*0.76*6.68*0.31*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2016 T1*2016-01-01*2016-03-31*5 en una escala de 1 a 7*0.58*0.0**14825984.44*15623*0.0*191601487*false*12.9234*0.3*0.0*0.3*0.0*1.62*7.49*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2017 S2*2017-07-01*2017-12-31*5 en una escala del 1 al 7*0.53*0.0**22083552.35*22593*0.0*314574307*false*14.2447*0.6**0.6*0.0*2.37*3.6*0.32*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2017 T3*2017-07-01*2017-09-30*5 en una escala de 1 a 7*0.3*0.0**19524671.92*20515*0.0*271696485*false*13.9155*0.3*0.0*0.3*0.0*2.14*4.1*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2017 S1*2017-01-01*2017-06-30*5 en una escala de 1 a 7*1.34*0.0**18498511.91*19540*0.0*252022595*false*13.6239*0.59*0.0*0.59*0.0*0.02*3.51*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2017 T1*2017-01-01*2017-03-31*5 en una escala de 1 a 7*0.72*0.0**16826007.18*17907*0.0*229185924*false*13.6209*0.3*0.0*0.3*0.0*1.57*2.63*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2018 S2*2018-07-01*2018-12-31*5 en una escala del 1 al 7*0.37*0.0**24187765.89*26383*0.0*312584897*false*12.9233*0.61**0.61*0.0*-8.49*11.17*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2018 T3*2018-07-01*2018-09-30*5 en una escala del 1 al 7*0.01*0.0**25634997.44*27069*0.0*362041716*false*14.1229*0.3**0.3*0.0*1.52*4.95*0.31*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2018 S1*2018-01-01*2018-06-30*5 en una escala del 1 al 7*0.53*0.0**24982443.81*25948*0.0*347526619*false*13.9108*0.59**0.59*0.0*-0.03*6.06*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2018 T1*2018-01-01*2018-03-31*5 en una escala del 1 al 7*0.32*0.0**24154726.64*24648*0.0*336101781*false*13.9145*0.3**0.3*0.0*-2.32*7.79*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2019 T3*2019-07-01*2019-09-30*5 en una escala del 1 al 7*0.31*0.0**18799825.63*21745*0.0*276756957*false*14.7213*0.3**0.3*0.0*2.1*5.6*0.31*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2019 S1*2019-01-01*2019-06-30*5 en una escala del 1 al 7*0.26*0.0**20589000.17*23523*0.0*296864534*false*14.4186*0.6**0.6*0.0*2.6*6.05*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2019 T1*2019-01-01*2019-03-31*5 en una escala del 1 al 7*0.17*0.0**23087225.07*25577*0.0*324445503*false*14.053*0.3**0.3*0.0*8.74*6.74*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2020 S2*2020-07-01*2020-12-31*5 en una escala del 1 al 7*0.97*0.0**14555799.39*16995*0.0*237333334*false*16.3051*0.6**0.6*0.0*10.21*8.87*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2020 T3*2020-07-01*2020-09-30*5 en una escala del 1 al 7*0.0*0.0**14808008.84*17479*0.0*219068829*false*14.7939*0.3**0.3*0.0*3.63*7.45*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2020 S1*2020-01-01*2020-06-30*5 en una escala del 1 al 7*0.33*0.0**15385741.19*18186*0.0*219650183*false*14.2762*0.6**0.6*0.0*13.28*16.57*0.3*False
ING DIRECT FONDO NARANJA DINAMICO, FI*ING DIRECT FONDO NARANJA DINAMICO, FI*2020 T1*2020-01-01*2020-03-31*5 en una escala del 1 al 7*0.3*0.0**15356621.99*18361*0.0*193531360*false*12.6025*0.3**0.3*0.0*-17.58*31.4*0.3*False
