fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2009 S2*2009-07-01*2009-12-31*Medio*1.16*0.04**33156.85*1322*0.0*19279378*false*581.4599***0.93*0.1*0.57*9.84*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2009 T3*2009-07-01*2009-09-30*Medio*0.69*0.13**34379.34*1359*0.0*19877107*false*578.1701***0.47*0.05*10.65*9.52*0.54*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2009 S1*2009-01-01*2009-06-30*MEDIO*4.05*1.27**36246.39*1412*0.0*18938696*false*522.4988***0.92*0.1*9.34*12.97*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 S2*2010-07-01*2010-12-31*Medio alto*0.58*0.1**27385.76*1131*0.0*14681863*false*536.1131***0.93*0.1*-2.75*10.3*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 T3*2010-07-01*2010-09-30*Medio alto*0.24*0.03**29882.34*1196*0.0*16472573*false*551.2478***0.47*0.05*5.96*11.88*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 S1*2010-01-01*2010-06-30*Medio*0.98*0.01**31442.6*1239*0.0*16357858*false*520.2451***0.92*0.1*-7.68*22.99*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2010 T1*2010-01-01*2010-03-31*Medio*0.6*0.02**32099.98*1280*0.0*18088475*false*563.5042***0.46*0.05*-3.09*10.66*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2011 T3*2011-07-01*2011-09-30*Medio alto*0.23*1.1**23857.39*994*0.0*11755185*false*492.7273***0.47*0.05*-10.83*19.75*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2011 S1*2011-01-01*2011-06-30*Medio alto*0.77*0.56**25145.15*1044*0.0*13895185*false*552.5989***0.92*0.1*-0.77*9.15*0.52*False
ABANCA RENTA VARIABLE MIXTA, FI*Caixa Galicia Mix, F.I.*2011 T1*2011-01-01*2011-03-31*Medio alto*0.49*0.27**26093.5*1079*0.0*14531159*false*556.8881***0.46*0.05*3.88*9.87*0.51*False
ABANCA RENTA VARIABLE MIXTA, FI*Novagalicia Mix, F.I.*2013 S2*2013-07-01*2013-12-31*5, de una escala del 1 al 7*1.78*0.07**22097.43*970*0.0*12688169*false*574.192*0.93*0.0*0.93*0.1*4.5*3.42*0.53*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2015 T3*2015-07-01*2015-09-30*5, de una escala del 1 al 7*0.55*0.1**18804.3*1286*0.0*11327947*false*602.4124*0.31*-0.74*-0.43*0.05*-7.86*17.52*0.37*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2015 S1*2015-01-01*2015-06-30*5, de una escala del 1 al 7*0.92*0.1**17290.07*1203*0.0*11303859*false*653.7777*0.59*0.88*1.47*0.1*-3.08*12.09*0.37*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2015 T1*2015-01-01*2015-03-31*5, de una escala del 1 al 7*0.72*0.08**16513.39*1140*0.0*11138869*false*674.5354*0.29*1.17*1.46*0.05*13.9*12.44*0.35*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2014 S2*2014-07-01*2014-12-31*5, de una escala del 1 al 7*1.61*0.26**18025.33*815*0.0*10674936*false*592.2187*0.84*0.01*0.85*0.1*-0.37*12.67*0.44*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2016 T3*2016-07-01*2016-09-30*5, de una escala del 1 al 7*0.59*0.54**22304.35*1437*0.0*13545264*false*607.2926*0.3*0.0*0.3*0.05*2.75*6.89*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2016 S1*2016-01-01*2016-06-30*5, de una escala del 1 al 7*1.93*0.93**22628.37*1454*0.0*13374778*false*591.0623*0.6*0.0*0.6*0.1*-1.68*16.24*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2016 T1*2016-01-01*2016-03-31*5, de una escala del 1 al 7*0.97*1.12**23027.38*1479*0.0*13843883*false*601.1922*0.3*0.0*0.3*0.05*-3.56*19.05*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*Abanca Renta Variable Mixta, F.I.*2015 S2*2015-07-01*2015-12-31*5, de una escala del 1 al 7*1.63*0.27**22165.18*1471*0.0*13817823*false*623.4023*0.61*-0.44*0.17*0.1*3.48*10.72*0.35*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2017 S2*2017-07-01*2017-12-31*5, de una escala del 1 al 7*0.71*0.02**26904.24*1681*0.0*17772824*false*660.5956*0.61*0.05*0.65*0.1*-0.92*4.18*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2017 T3*2017-07-01*2017-09-30*5, de una escala del 1 al 7*0.39*0.06**24847.18*1571*0.0*16567172*false*666.7628*0.3*0.14*0.44*0.05*1.56*3.79*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2017 S1*2017-01-01*2017-06-30*5, de una escala del 1 al 7*1.37*0.02**23950.11*1524*0.0*15723393*false*656.5061*0.6*0.35*0.94*0.1*1.27*3.54*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2017 T1*2017-01-01*2017-03-31*5, de una escala del 1 al 7*0.88*0.02**22095.29*1446*0.0*14323225*false*648.2478*0.3*0.24*0.54*0.05*2.7*3.49*0.35*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2018 S2*2018-07-01*2018-12-31*5, de una escala del 1 al 7*1.0*0.1**28087.13*1698*0.0*16508459*false*587.7588*0.61*0.0*0.61*0.1*-9.17*9.24*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2018 T3*2018-07-01*2018-09-30*5, de una escala del 1 al 7*0.48*0.0**28558.58*1735*0.0*18480738*false*647.1169*0.3*0.0*0.3*0.05*0.1*6.63*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2018 S1*2018-01-01*2018-06-30*5, de una escala del 1 al 7*1.01*0.01**28774.59*1750*0.0*18601790*false*646.4659*0.6*0.0*0.6*0.1*0.82*8.15*0.35*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2018 T1*2018-01-01*2018-03-31*5, de una escala del 1 al 7*0.52*0.07**28257.3*1733*0.0*18118356*false*641.1919*0.3*0.0*0.3*0.05*-2.94*9.44*0.35*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2019 S2*2019-07-01*2019-12-31*5, de una escala del 1 al 7*0.72*-0.02**24230.56*1485*0.0*15901919*false*656.2754*0.61*0.0*0.61*0.1*1.92*5.82*0.37*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2019 T3*2019-07-01*2019-09-30*5, de una escala del 1 al 7*0.46*0.05**25599.81*1563*0.0*16483314*false*643.8843*0.3*0.0*0.3*0.05*1.02*6.25*0.37*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2019 S1*2019-01-01*2019-06-30*5, de una escala del 1 al 7*0.91*0.17**27055.96*1623*0.0*17244289*false*637.3564*0.6*0.0*0.6*0.1*2.37*6.04*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2019 T1*2019-01-01*2019-03-31*5, de una escala del 1 al 7*0.43*0.22**27841.67*1672*0.0*17334864*false*622.623*0.3*0.0*0.3*0.05*5.93*6.67*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2020 S2*2020-07-01*2020-12-31*5, de una escala del 1 al 7*0.36*0.01**20041.14*1302*0.0*13205064*false*658.898*0.6*0.0*0.6*0.1*7.33*11.6*0.37*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2020 T3*2020-07-01*2020-09-30*5, de una escala del 1 al 7*0.16*-0.01**21009.0*1353*0.0*12897595*false*613.908*0.3*0.0*0.3*0.05*-0.47*10.16*0.37*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2020 S1*2020-01-01*2020-06-30*4, de una escala del 1 al 7*0.73*0.02**21172.39*1370*0.0*13059367*false*616.8111*0.6*0.0*0.6*0.1*9.28*15.35*0.36*False
ABANCA RENTA VARIABLE MIXTA, FI*ABANCA RENTA VARIABLE MIXTA, F.I.*2020 T1*2020-01-01*2020-03-31*4, de una escala del 1 al 7*0.36*0.02**20874.02*1371*0.0*11781699*false*564.4192*0.3*0.0*0.3*0.05*-14.0*21.83*0.36*False
