fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2016*2016-07-01*2016-12-31*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.07*0.0***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2016*2016-07-01*2016-09-30*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.12*0.01***0.0**false**0.41**0.41*0.03*6.64*11.05*0.53
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2016*2016-01-01*2016-06-30*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.43*0.03***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2016*2016-01-01*2016-03-31*4337*info@acacia-inversion.com*Baa3(MOODYS)*MUY ALTO*0.18*0.06***0.0**false**0.41**0.41*0.03*-8.1*23.93*0.5
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2017*2017-07-01*2017-12-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*0.78*0.23***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2017*2017-07-01*2017-09-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*0.56*0.14***0.0**false**0.42**0.42*0.03*1.91*8.38*0.52
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2017*2017-01-01*2017-06-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.98*0.04***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2017*2017-01-01*2017-03-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.35*0.02***0.0**false**0.41**0.41*0.03*7.04*9.01*0.51
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2018*2018-07-01*2018-09-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*0.86*1.76***0.0**false**0.42**0.42*0.03*1.48*6.46*0.5
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2018*2018-01-01*2018-06-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.14*3.65***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2018*2018-01-01*2018-03-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.06*0.09***0.0**false**0.41**0.41*0.03*-2.65*13.43*0.48
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2017*2017-07-01*2017-12-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*0.78*0.23***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2019*2019-07-01*2019-12-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.11*0.46***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2019*2019-07-01*2019-09-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*0.92*0.45***0.0**false**0.42**0.42*0.03*1.34*13.83*0.47
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2019*2019-01-01*2019-06-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.39*0.94***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2019*2019-01-01*2019-03-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.13*1.22***0.0**false**0.41**0.41*0.03*11.75*11.33*0.49
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 2 2020*2020-07-01*2020-12-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.12*0.02***0.0**false**0.83**0.83*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 3 2020*2020-07-01*2020-09-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.03*0.02***0.0**false**0.41**0.41*0.03*1.74*12.24*0.49
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Semester 1 2020*2020-01-01*2020-06-30*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*1.08*0.2***0.0**false**0.82**0.82*0.06***
ACACIA PREMIUM FI*ACACIA PREMIUM FI*95644225*Trimester 1 2020*2020-01-01*2020-03-31*4337*info@acacia-inversion.com*Baa1(MOODYS)*MUY ALTO*0.7*0.38***0.0**false**0.41**0.41*0.03*-27.2*50.56*0.48
