fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
MERCHFONDO, FI*MERCHFONDO F.I.*2009 S2*2009-07-01*2009-12-31*Agresivo*0.36*0.0**1154144.41*985*0.0*27444818*false*23.7794***1.67*0.05*1.33*14.82*0.49*False
MERCHFONDO, FI*MERCHFONDO F.I.*2009 T3*2009-07-01*2009-09-30*Agresivo*0.07*0.0**1256139.99*1011*0.0*29477095*false*23.4664***1.2*0.03*10.16*14.83*1.23*False
MERCHFONDO, FI*MERCHFONDO F.I.*2009 S1*2009-01-01*2009-06-30*Agresivo*0.05*0.22**1290244.88*1028*0.0*27483911*false*21.3013***2.33*0.05*17.68*24.24*1.75*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 S2*2010-07-01*2010-12-31*Agresivo*0.71*0.01**1166454.04*967*0.0*34230821*false*29.3461***2.6*0.05*18.23*16.42*1.88*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 T3*2010-07-01*2010-09-30*Agresivo*0.33*0.0**1177376.8*983*0.0*29223470*false*24.8208***0.71*0.03*6.85*20.52*0.74*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 S1*2010-01-01*2010-06-30*Agresivo*0.41*0.08**1196732.48*991*0.0*27800597*false*23.2304***0.67*0.05*-10.19*25.45*-0.34*False
MERCHFONDO, FI*MERCHFONDO F.I.*2010 T1*2010-01-01*2010-03-31*Agresivo*0.24*0.1**1164367.14*976*0.0*30116890*false*25.8655***1.11*0.02*8.77*14.92*1.15*False
MERCHFONDO, FI*MERCHFONDO F.I.*2011 T3*2011-07-01*2011-09-30*Agresivo*0.61*0.16**1207062.83*970*0.0*26618415*false*22.0522***0.34*0.03*-21.19*37.91*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2011 S1*2011-01-01*2011-06-30*Agresivo*0.92*0.07**1192545.23*985*0.0*33368242*false*27.9807***0.67*0.05*-4.39*16.28*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2011 T1*2011-01-01*2011-03-31*Agresivo*0.47*0.03**1194947.9*985*0.0*34970295*false*29.2651***0.33*0.02*-0.28*16.09*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 S2*2012-07-01*2012-12-31*Agresivo*0.87*0.02**1039191.04*923*0.0*38306164*false*36.8615*0.68*1.7*2.38*0.05*9.04*18.51*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 T3*2012-07-01*2012-09-30*Agresivo*0.48*0.0**1092542.67*915*0.0*36933501*false*33.8051*0.34*0.92*1.26*0.03*10.55*18.18*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 S1*2012-01-01*2012-06-30*Agresivo*1.13*0.05**1116185.83*928*0.0*34131606*false*30.5788*0.67*0.36*1.03*0.05*5.63*39.79*0.38*False
MERCHFONDO, FI*MERCHFONDO F.I.*2012 T1*2012-01-01*2012-03-31*Agresivo*0.35*0.0**1154181.06*956*0.0*33412118*false*28.9488*0.33*0.0*0.33*0.02*25.31*20.84*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*1.21*-0.05**1090741.42*1191*0.0*52831022*false*48.4359*0.67*0.0*0.67*0.05*-2.78*34.63*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2016 T1*2016-01-01*2016-03-31*6, en una escala del 1 al 7*0.65*-0.08**1108213.27*1208*0.0*55212866*false*49.8215*0.34*0.0*0.34*0.02*-13.78*36.56*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2017 T3*2017-07-01*2017-09-30*6, en una escala del 1 al 7*0.49*0.0**1071838.3*1391*0.0*83033206*false*77.468*0.34*-0.48*-0.14*0.03*-5.27*16.33*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2017 S1*2017-01-01*2017-06-30*6, en una escala del 1 al 7*1.11*-0.11**1060189.67*1380*0.0*86702588*false*81.7803*0.67*1.17*1.84*0.05*1.75*18.77*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2017 T1*2017-01-01*2017-03-31*6, en una escala del 1 al 7*0.43*-0.31**1035434.06*1365*0.0*83219578*false*80.3717*0.33*1.02*1.35*0.02*12.46*13.02*0.36*False
MERCHFONDO, FI*MERCHFONDO F.I.*2018 S2*2018-07-01*2018-12-31*6, en una escala del 1 al 7*1.3*0.35**1021049.35*1584*0.0*75111520*false*73.5631*0.68*0.0*0.68*0.05*-21.87*36.36*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2018 T3*2018-07-01*2018-09-30*6, en una escala del 1 al 7*0.79*0.49**1014391.39*1563*0.0*95509946*false*94.1549*0.34*0.21*0.55*0.03*10.79*20.01*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2018 S1*2018-01-01*2018-06-30*6, en una escala del 1 al 7*1.56*0.12**1064335.92*1543*0.0*90449285*false*84.9819*0.67*0.0*0.67*0.05*2.91*25.72*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2018 T1*2018-01-01*2018-03-31*6, en una escala del 1 al 7*0.91*-0.1**1057247.28*1549*0.0*87303220*false*82.576*0.33*0.0*0.33*0.02*-9.96*28.34*0.37*False
MERCHFONDO, FI*MERCHFONDO, FI*2019 S2*2019-07-01*2019-12-31*6 en una escala de 1 a 7*1.01*-0.04**990085.81*1880*0.0*103142964*false*104.1758*0.68*0.6*1.28*0.04*8.49*20.22*0.37*False
MERCHFONDO, FI*MERCHFONDO, FI*2019 T3*2019-07-01*2019-09-30*6 en una escala de 1 a 7*0.52*0.0**958387.98*1745*0.0*92029762*false*96.0256*0.34*-0.16*0.18*0.02*-1.62*20.22*0.37*False
MERCHFONDO, FI*MERCHFONDO, FI*2019 S1*2019-01-01*2019-06-30*6 en una escala de 1 a 7*0.0*0.0**985774.16*1711*0.0*96218740*false*97.6073*0.67*2.46*3.12*0.05*12.42*31.89*0.37*False
MERCHFONDO, FI*MERCHFONDO F.I.*2019 T1*2019-01-01*2019-03-31*6, en una escala del 1 al 7*0.39*0.65**1014230.75*1641*0.0*88056802*false*86.8213*0.33*0.0*0.33*0.02*18.02*23.62*0.36*False
MERCHFONDO, FI*MERCHFONDO, FI*2020 S2*2020-07-01*2020-12-31*7 en una escala de 1 a 7*0.96*-0.02**960777.46*1991*0.0*119916606*false*124.8121*0.68*1.74*2.42*0.04*23.04*18.45*0.37*False
MERCHFONDO, FI*MERCHFONDO, FI*2020 T3*2020-07-01*2020-09-30*7 en una escala de 1 a 7*0.52*-0.02**958624.13*1870*0.0*97244241*false*101.4415*0.34*0.0*0.34*0.02*3.19*22.49*0.37*False
MERCHFONDO, FI*MERCHFONDO, FI*2020 S1*2020-01-01*2020-06-30*7 en una escala de 1 a 7*1.46*-0.2**975666.53*1891*0.0*95916338*false*98.3085*0.67*0.0*0.67*0.04*44.09*54.16*0.36*False
MERCHFONDO, FI*MERCHFONDO, FI*2020 T1*2020-01-01*2020-03-31*7 en una escala de 1 a 7*0.54*-0.29**1008768.78*1901*0.0*68827161*false*68.2277*0.34*0.0*0.34*0.02*-34.51*70.63*0.36*False
