fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 2 2009*2009-07-01*2009-12-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.58*0.18**7183196.17*1123*0.0*32742475*false*4.5582***0.94*0.07*4.13*18.01*0.43
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Trimester 3 2009*2009-07-01*2009-09-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.77*0.19**6067419.86*1033*0.0*26558647*false*4.37***0.78*0.09*14.96*20.74*1.16
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 1 2009*2009-01-01*2009-06-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.22*0.67**3142651.87*387*0.0*11966033*false*3.8***0.12*0.02*14.48*16.5*0.4
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 2 2010*2010-07-01*2010-12-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.06*0.28**9442179.49*1241*0.0*43278135*false*4.5835***0.55*0.01*3.15*10.85*0.35
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Trimester 3 2010*2010-07-01*2010-09-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.04*0.22**9394709.24*1259*0.0*41744675*false*4.4434***0.28*0.01*0.5*13.73*0.28
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 1 2010*2010-01-01*2010-06-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.68*0.12**9488278.38*1268*0.0*41951844*false*4.4214***0.46*0.01*-0.47*12.95*0.37
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Trimester 1 2010*2010-01-01*2010-03-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.33*0.05**9054622.38*1257*0.0*40221357*false*4.4421***0.21*0.0*-2.55*11.25*0.31
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Trimester 3 2011*2011-07-01*2011-09-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.01*0.68**11568619.91*1469*0.0*49612306*false*4.3055***0.3*0.01*-14.54*22.37*0.34
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 1 2011*2011-01-01*2011-06-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.03*0.52**11444709.81*1446*0.0*57432638*false*5.0183***0.56*0.01*2.88*9.41*0.36
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Trimester 1 2011*2011-01-01*2011-03-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.0*0.33**10143403.67*1344*0.0*49479577*false*4.878***0.27*0.01*6.43*14.18*0.35
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 2 2010*2010-07-01*2010-12-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*n.d.*Alto*0.06*0.28**9442179.49*1241*0.0*43278135*false*4.5835***0.55*0.01*3.15*10.85*0.35
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Trimester 3 2012*2012-07-01*2012-09-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.0*0.07**10416074.74*1376*0.0*51397267*false*4.9344*0.28**0.28*0.01*5.03*12.28*0.56
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 1 2012*2012-01-01*2012-06-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.02*0.15**10722658.6*1407*0.0*50374160*false*4.6979*0.56**0.56*0.01*-1.53*9.07*0.54
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Trimester 1 2012*2012-01-01*2012-03-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.0*0.14**11024148.32*1413*0.0*52597583*false*4.7711*0.28**0.28*0.01*8.9*7.94*0.56
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FIF*82717778*Semester 2 2011*2011-07-01*2011-12-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.01*0.61**10972415.05*1407*0.0*48074269*false*4.3814*0.58**0.58*0.01*2.17*20.19*0.59
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FI*82717778*Semester 2 2013*2013-07-01*2013-12-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*6 (en una escala del 1 al 7)*0.03*0.03**13587466.84*1764*0.0*81337952*false*5.9862*0.56**0.56*0.01*8.54*10.37*0.55
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FI*82717778*Trimester 3 2013*2013-07-01*2013-09-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*Alto*0.01*0.03**11532998.02*1505*0.0*63605295*false*5.5151*0.28**0.28*0.01*9.62*11.86*0.57
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FI*82717778*Semester 1 2013*2013-01-01*2013-06-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*Alto*0.06*0.03**11349553.56*1476*0.0*57102044*false*5.0312*0.54**0.54*0.01*-0.56*13.29*0.56
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FI*82717778*Trimester 1 2013*2013-01-01*2013-03-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*AA- (S&P)*Alto*0.05*0.03**11294796.07*1479*0.0*57145713*false*5.0595*0.27**0.27*0.01*1.52*7.23*0.56
CAIXABANK GESTION TOTAL, FI*FONCAIXA I GESTION TOTAL FI*82717778*Semester 2 2014*2014-07-01*2014-12-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*6 (en una escala del 1 al 7)*0.24*0.0**21000769.6*2944*0.0*140083059*false*6.6704*0.62**0.62*0.02*1.57*14.85*0.51
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FI*82717778*Trimester 3 2014*2014-07-01*2014-09-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*6 (en una escala del 1 al 7)*0.0*0.0**18484628.77*2496*0.0*121396404*false*6.5674*0.31**0.31*0.01*1.16*11.27*0.52
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FI*82717778*Semester 1 2014*2014-01-01*2014-06-30*2210*barclayswealthmanagers.comunicaciones@barclays.es*B   (S&P)*6 (en una escala del 1 al 7)*0.25*0.12**17249444.67*2302*0.0*111982975*false*6.492*0.59**0.59*0.02*5.06*9.31*0.52
CAIXABANK GESTION TOTAL, FI*BARCLAYS GESTION TOTAL FI*82717778*Trimester 1 2014*2014-01-01*2014-03-31*2210*barclayswealthmanagers.comunicaciones@barclays.es*A+  (S&P)*6 (en una escala del 1 al 7)*0.22*0.11**15519220.25*2046*0.0*95898975*false*6.1794*0.29**0.29*0.01*3.23*12.73*0.53
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 3 2018*2018-07-01*2018-09-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*4 - Medio*0.13*0.21**9123183.88*861*0.0*103596240*false*11.3553*0.15*0.0*0.15*0.01*2.02*6.12*0.18
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2018*2018-01-01*2018-06-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*4 - Medio*0.62*0.43**12140777.27*2050*0.0*88563351*false*7.2947*0.71*0.0*0.71*0.07*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2018*2018-01-01*2018-06-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*4 - Medio*0.62*0.43**11193243.69*863*0.0*124587347*false*11.1306*0.3*0.0*0.3*0.02*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 1 2018*2018-01-01*2018-03-31*2210*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.29*0.5**12482302.65*2110*0.0*92062707*false*7.3755*0.35*0.0*0.35*0.04*-2.3*9.12*0.41
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 1 2018*2018-01-01*2018-03-31*2210*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*0.29*0.5**11270981.95*869*0.0*126548396*false*11.2278*0.15*0.0*0.15*0.01*-2.07*9.12*0.18
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2016*2016-01-01*2016-12-31*2210*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*1.71*0.06**[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*1.38
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2016*2016-01-01*2016-12-31*2210*a través del formulario disponible en www.lacaixa.es - Inversión y bolsa - Atención al cliente - Correo electrónico*BBB*4 - Medio*1.71*0.06**[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*0.49
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 3 2019*2019-07-01*2019-09-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.18*0.22**8424379.69*1623*0.0*59418346*false*7.0531*0.36*0.0*0.36*0.04*0.07*6.96*0.41
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 3 2019*2019-07-01*2019-09-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.18*0.22**9083003.2*848*0.0*98894116*false*10.8878*0.15*0.0*0.15*0.01*0.3*6.95*0.17
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2019*2019-01-01*2019-06-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.61*0.32**8965507.01*1691*0.0*63192273*false*7.0484*0.71*0.0*0.71*0.07*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2019*2019-01-01*2019-06-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.61*0.32**9106513.3*852*0.0*98851828*false*10.8551*0.3*0.0*0.3*0.02*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 1 2019*2019-01-01*2019-03-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*4 - Medio*0.38*0.44**9528853.84*1774*0.0*67366692*false*7.0698*0.35*0.0*0.35*0.04*5.88*8.76*0.4
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 1 2019*2019-01-01*2019-03-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*4 - Medio*0.38*0.44**9250147.66*855*0.0*100483086*false*10.8629*0.15*0.0*0.15*0.01*6.12*8.76*0.17
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 2 2018*2018-07-01*2018-12-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*4 - Medio*0.34*0.4**10609234.16*1871*0.0*70839878*false*6.6772*0.72*0.0*0.72*0.08*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 2 2018*2018-07-01*2018-12-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB*4 - Medio*0.34*0.4**9083375.03*861*0.0*92979624*false*10.2362*0.3*0.0*0.3*0.03*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 2 2020*2020-07-01*2020-12-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*5 - Medio-alto*0.26*-0.03**5216512.91*1151*0.0*38161492*false*7.3155*0.72*0.0*0.72*0.07*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 2 2020*2020-07-01*2020-12-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*5 - Medio-alto*0.26*-0.03**7925470.18*831*0.0*90545305*false*11.4246*0.3*0.0*0.3*0.02*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 2 2020*2020-07-01*2020-12-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*5 - Medio-alto*0.26*-0.03**0.0*0*0.0*0*false*0.0*0.0*0.0*0.0*0.0*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 3 2020*2020-07-01*2020-09-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*5 - Medio-alto*0.11*-0.03**5851218.03*1260*0.0*39876688*false*6.8151*0.36*0.0*0.36*0.04*3.43*8.43*0.41
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 3 2020*2020-07-01*2020-09-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*5 - Medio-alto*0.11*-0.03**8015400.09*838*0.0*85112338*false*10.6186*0.15*0.0*0.15*0.01*3.67*8.44*0.17
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2020*2020-01-01*2020-06-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.68*0.28**6430483.56*1333*0.0*42372368*false*6.5893*0.71*0.0*0.71*0.07*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Semester 1 2020*2020-01-01*2020-06-30*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.68*0.28**8140558.49*840*0.0*83382070*false*10.2428*0.3*0.0*0.3*0.02*[]*[]*[]
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 1 2020*2020-01-01*2020-03-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.39*0.6**6759787.14*1389*0.0*40207783*false*5.9481*0.36*0.0*0.36*0.04*-19.12*35.95*0.4
CAIXABANK GESTION TOTAL, FI*CAIXABANK GESTION TOTAL, FI*82717778*Trimester 1 2020*2020-01-01*2020-03-31*2210*a través del formulario disponible en www.caixabank.es   Atención al cliente   Correo electrónico*BBB+*4 - Medio*0.39*0.6**8149061.79*843*0.0*75172703*false*9.2247*0.15*0.0*0.15*0.01*-18.93*35.95*0.17
