fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*2009*2009-01-01*2009-12-31*Alto*0.45*0.47**40164.354999999996*322.0*0.0*16576743.0*False*254.7441***2.66*0.04****False*Y*2009
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO BOLSAS EMERGENTESFI*2009 T4*2009-07-01*2009-12-31*Alto*0.18999999999999995*0.09**106279.43*385.0*0.0*16576743.0*False*254.7441***1.07*0.01****False*T*2009
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2010*2010-01-01*2010-12-31*Alto*0.0*0.165**87143.11*662.0*0.0*31949279.0*False*323.2***2.49*0.02****True*Y*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2010 T4*2010-07-01*2010-12-31*Alto*-0.03*0.35**84272.85999999999*1129.0*0.0*31949279.0*False*323.2***1.4500000000000002*0.0****True*T*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2010*2010-01-01*2010-12-31*Alto*0.0*0.165**0.015*0.5*0.0*11.0*False*326.15***0.0*0.0****True*Y*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2010 T4*2010-07-01*2010-12-31*Alto*-0.03*0.35**0.03*1.0*0.0*11.0*False*326.15***0.0*0.0****True*T*2010
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2011*2011-01-01*2011-12-31*Alto*0.025*0.615**50700.975000000006*674.0*0.0*10190426.0*False*265.77***0.5*0.02****True*Y*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2011 T2*2011-01-01*2011-06-30*Alto*0.0*0.82**60518.57000000001*986.0*0.0*18806998.0*False*298.25***0.13*0.01****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -A-*2011 T4*2011-07-01*2011-12-31*Alto*0.05*0.54**36617.780000000006*408.0*0.0*10190426.0*False*265.77***0.12*0.0****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2011*2011-01-01*2011-12-31*Alto*0.025*0.615**74.21*3.0*0.0*19778.0*False*266.53***1.47*0.01****True*Y*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2011 T2*2011-01-01*2011-06-30*Alto*0.0*0.82**148.39*5.0*0.0*22307.0*False*300.61***0.71*0.0****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*MUTUAFONDO B EMERGENTESFI -D-*2011 T4*2011-07-01*2011-12-31*Alto*0.05*0.54**74.21*3.0*0.0*19778.0*False*266.53***0.38*0.01****True*T*2011
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2013 T2*2013-01-01*2013-06-30*7 en una escala de 1 a 7.*0.22000000000000003*0.049999999999999996**16952.920000000013*624.0*0.0*27136955.0*False*293.2523*0.13*0.0*0.13*0.01****True*T*2013
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2013 T2*2013-01-01*2013-06-30*7 en una escala de 1 a 7.*0.22000000000000003*0.049999999999999996**7.14*2.0*0.0*2071.0*False*290.1757*0.37**0.37*0.0****True*T*2013
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2016 T2*2016-01-01*2016-06-30*6, en una escala de 1 a 7.*0.0*0.0**81377.41*829.0*0.0*15742968.0*False*322.0002*0.12**0.12*0.0****True*T*2016
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2016 T2*2016-01-01*2016-06-30*6, en una escala de 1 a 7.*0.0*0.0**-48.379999999999995*3.0*0.0*5951.0*False*309.7107*0.38**0.38*0.01****True*T*2016
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2017*2017-01-01*2017-12-31*5, en una escala de 1 a 7.*0.0*-0.24**80817.5*745.5*0.0*39797148.0*False*401.1154*0.5*1.05*1.55*0.02****True*Y*2017
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2017 T2*2017-01-01*2017-06-30*6, en una escala de 1 a 7.*0.0*-0.28**61707.8*378.0*0.0*23320265.0*False*373.6097*0.13*-0.22999999999999998*-0.09999999999999998*0.01****True*T*2017
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2017 T4*2017-07-01*2017-12-31*5, en una escala de 1 a 7.*0.0*-0.10999999999999999**100585.31000000001*1826.0*0.0*39797148.0*False*401.1154*0.12*0.22000000000000003*0.34*0.0****True*T*2017
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2017*2017-01-01*2017-12-31*5, en una escala de 1 a 7.*0.0*-0.24**124.67999999999999*7.5*0.0*50685.0*False*385.5712*1.5**1.5*0.02****True*Y*2017
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2017 T2*2017-01-01*2017-06-30*6, en una escala de 1 a 7.*0.0*-0.28**156.55*10.0*0.0*42293.0*False*358.7019*0.37**0.37*0.0****True*T*2017
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2017 T4*2017-07-01*2017-12-31*5, en una escala de 1 a 7.*0.0*-0.10999999999999999**162.41999999999996*7.0*0.0*50685.0*False*385.5712*0.38**0.38*0.01****True*T*2017
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2018 T2*2018-01-01*2018-06-30*5, en una escala de 1 a 7.*0.02*-0.37**15213.789999999979*245.0*0.0*29197413.0*False*379.0697*0.13**0.13*0.01****True*T*2018
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2018 T2*2018-01-01*2018-06-30*5, en una escala de 1 a 7.*0.02*-0.37**81.97999999999999*8.0*0.0*43059.0*False*362.8644*0.37**0.37*0.01****True*T*2018
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2019*2019-01-01*2019-12-31*6, en una escala de 1 a 7.*0.665*-0.28500000000000003**12727.95*314.5*0.0*5412867.0*False*425.7215*0.7*0.08*0.78*0.02****True*Y*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2019 T2*2019-01-01*2019-06-30*5, en una escala de 1 a 7.*0.0*-0.31**11604.14*315.0*0.0*5012147.0*False*393.3772*0.15000000000000002*0.0*0.15000000000000002*0.01****True*T*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2019 T4*2019-07-01*2019-12-31*6, en una escala de 1 a 7.*2.66*-0.26**13132.47*284.0*0.0*5412867.0*False*425.7215*0.21*0.08*0.29000000000000004*0.0****True*T*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*L* MUTUAFONDO B.EMERGENTES FI"*2019*2019-01-01*2019-12-31*6, en una escala de 1 a 7.*0.665*-0.28500000000000003**67854.875*10.0*0.0*35477119.0*False*426.5232*0.53*0.01*0.54*0.02****True*Y*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*L* MUTUAFONDO B.EMERGENTES FI"*2019 T2*2019-01-01*2019-06-30*5, en una escala de 1 a 7.*0.0*-0.31**33580.92*6.0*0.0*20673348.0*False*393.5361*0.17*0.0*0.17*0.01****True*T*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*L* MUTUAFONDO B.EMERGENTES FI"*2019 T4*2019-07-01*2019-12-31*6, en una escala de 1 a 7.*2.66*-0.26**111979.51000000001*12.0*0.0*35477119.0*False*426.5232*0.16000000000000003*0.01*0.16999999999999998*0.0****True*T*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2019*2019-01-01*2019-12-31*6, en una escala de 1 a 7.*0.665*-0.28500000000000003**185.75*23.5*0.0*75995.0*False*402.9619*1.47**1.47*0.02****True*Y*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2019 T2*2019-01-01*2019-06-30*5, en una escala de 1 a 7.*0.0*-0.31**262.57*32.0*0.0*68259.0*False*373.17400000000004*0.37**0.37*0.0****True*T*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2019 T4*2019-07-01*2019-12-31*6, en una escala de 1 a 7.*2.66*-0.26**190.21*26.0*0.0*75995.0*False*402.9619*0.35**0.35*0.0****True*T*2019
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2020*2020-01-01*2020-12-31*6, en una escala de 1 a 7.*0.0*-0.355**11754.785*246.5*0.0*5292923.0*False*454.5779*0.7*0.0*0.7*0.02****True*Y*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2020 T2*2020-01-01*2020-06-30*6, en una escala de 1 a 7.*0.0*-0.29000000000000004**10649.029999999999*228.0*0.0*4495741.0*False*378.8768*0.17999999999999997*0.0*0.17999999999999997*0.01****True*T*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*A* MUTUAFONDO B.EMERGENTES FI"*2020 T4*2020-07-01*2020-12-31*6, en una escala de 1 a 7.*0.0*-0.36**11858.04*237.0*0.0*5292923.0*False*454.5779*0.16999999999999998*0.0*0.16999999999999998*0.0****True*T*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*L* MUTUAFONDO B.EMERGENTES FI"*2020*2020-01-01*2020-12-31*6, en una escala de 1 a 7.*0.0*-0.355**46173.75*8.5*0.0*22874619.0*False*456.1174*0.55*0.0*0.55*0.02****True*Y*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*L* MUTUAFONDO B.EMERGENTES FI"*2020 T2*2020-01-01*2020-06-30*6, en una escala de 1 a 7.*0.0*-0.29000000000000004**37511.89*6.0*0.0*16029438.0*False*379.8735*0.13*0.0*0.13*0.01****True*T*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*L* MUTUAFONDO B.EMERGENTES FI"*2020 T4*2020-07-01*2020-12-31*6, en una escala de 1 a 7.*0.0*-0.36**55873.270000000004*13.0*0.0*22874619.0*False*456.1174*0.14*0.0*0.14*0.0****True*T*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2020*2020-01-01*2020-12-31*6, en una escala de 1 a 7.*0.0*-0.355**334.81*36.5*0.0*155682.0*False*428.1286*1.19**1.19*0.02****True*Y*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2020 T2*2020-01-01*2020-06-30*6, en una escala de 1 a 7.*0.0*-0.29000000000000004**341.66*40.0*0.0*109461.0*False*357.7312*0.29**0.29*0.01****True*T*2020
MUTUAFONDO BOLSAS EMERGENTES, FI*"*D* MUTUAFONDO B.EMERGENTES FI"*2020 T4*2020-07-01*2020-12-31*6, en una escala de 1 a 7.*0.0*-0.36**420.55*36.0*0.0*155682.0*False*428.1286*0.3**0.3*0.01****True*T*2020
