fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase*period_type*year
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*CRV COMBIBOLSA GARANTIZADO FI*2009*2009-01-01*2009-12-31*BAJO*0.0*1.24**1108937.1549999998*631.5*0.0*13023702.0*False*11.7641***0.65*0.1****False*Y*2009
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*CRV COMBIBOLSA GARANTIZADO FI*2009 T4*2009-07-01*2009-12-31*BAJO*0.0*0.6500000000000001**1105289.38*630.0*0.0*13023702.0*False*11.7641***0.17*0.020000000000000004****False*T*2009
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2010*2010-01-01*2010-12-31*BAJO*0.03*0.645**2099355.1149999998*1246.0*0.0*24613095.0*False*11.7447***0.8999999999999999*0.1****False*Y*2010
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2010 T2*2010-01-01*2010-06-30*BAJO*0.0*0.52**2094551.4399999995*1242.0*0.0*24463438.0*False*11.6324***0.24999999999999997*0.030000000000000002****False*T*2010
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2010 T4*2010-07-01*2010-12-31*BAJO*0.12*0.7300000000000001**2090023.8900000001*1239.0*0.0*24613095.0*False*11.7447***0.24*0.020000000000000004****False*T*2010
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2011*2011-01-01*2011-12-31*BAJO*0.14500000000000002*1.015**2088186.5950000002*1239.0*0.0*24856238.0*False*11.9311***0.95*0.1****False*Y*2011
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2011 T2*2011-01-01*2011-06-30*BAJO*0.03*0.95**2091979.9600000002*1242.0*0.0*25367015.0*False*12.1196***0.23999999999999996*0.030000000000000002****False*T*2011
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2011 T4*2011-07-01*2011-12-31*BAJO*0.26*1.2399999999999998**2078606.8800000001*1234.0*0.0*24856238.0*False*11.9311***0.24*0.020000000000000004****False*T*2011
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2012*2012-01-01*2012-12-31*BAJO*0.31*0.63**1836467.2349999999*1108.5*0.0*21913199.0*False*12.0149*0.95**0.95*0.1****False*Y*2012
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2012 T2*2012-01-01*2012-06-30*BAJO*0.28*0.6500000000000001**1844686.8699999999*1115.0*0.0*21956519.0*False*11.8742*0.22999999999999998**0.22999999999999998*0.030000000000000002****False*T*2012
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2012 T4*2012-07-01*2012-12-31*BAJO*0.96*0.20999999999999996**1799108.59*1075.0*0.0*21913199.0*False*12.0149*0.24**0.24*0.020000000000000004****False*T*2012
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*IK MULTIPROTECCION 5 GARANT.FI*2013 T2*2013-01-01*2013-06-30*BAJO*0.9999999999999999*0.24**1551533.2400000002*954.0*0.0*18727591.0*False*12.0267*0.23999999999999996**0.23999999999999996*0.030000000000000002****False*T*2013
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*CAJA LABORAL RENTA ASEGURADA IV, FI*2018 T2*2018-01-01*2018-06-30*1 (En una escala del 1 al 7)*0.1*0.0**495162.68*303.0*0.0*6445106.0*False*12.8409*0.22*0.0*0.22*0.030000000000000002****False*T*2018
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*CAJA LABORAL RENTA ASEGURADA IV, FI*2018 T4*2018-07-01*2018-12-31*1 (En una escala del 1 al 7)*0.0*0.0**500743.01*304.0*0.0*6398023.0*False*12.7658*0.22*0.0*0.22*0.020000000000000004****False*T*2018
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2019*2019-01-01*2019-12-31*2 (En una escala del 1 al 7)*0.405*0.0**2106396.5300000003*1084.5*0.0*29630371.0*False*13.0598*0.26*0.0*0.26*0.09****False*Y*2019
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2019 T2*2019-01-01*2019-06-30*2 (En una escala del 1 al 7)*0.0*0.0**3387135.66*1720.0*0.0*24710784.0*False*12.7115*0.03*0.0*0.03*0.02****False*T*2019
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2019 T4*2019-07-01*2019-12-31*2 (En una escala del 1 al 7)*0.81*0.0**2268676.41*1156.0*0.0*29630371.0*False*13.0598*0.01*0.0*0.01*0.030000000000000002****False*T*2019
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2019*2019-01-01*2019-12-31*2 (En una escala del 1 al 7)*0.405*0.0**2106396.5300000003*1084.5*0.0*29630371.0*False*13.0598*0.26*0.0*0.26*0.09****False*Y*2019
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2019 T2*2019-01-01*2019-06-30*2 (En una escala del 1 al 7)*0.0*0.0**3387135.66*1720.0*0.0*24710784.0*False*12.7115*0.03*0.0*0.03*0.02****False*T*2019
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2019 T4*2019-07-01*2019-12-31*2 (En una escala del 1 al 7)*0.81*0.0**2268676.41*1156.0*0.0*29630371.0*False*13.0598*0.01*0.0*0.01*0.030000000000000002****False*T*2019
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2020*2020-01-01*2020-12-31*2 (En una escala del 1 al 7)*0.19*-0.13**2201230.975*1136.5*0.0*29483879.0*False*13.4897*0.03*0.0*0.03*0.1****False*Y*2020
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2020 T2*2020-01-01*2020-06-30*2 (En una escala del 1 al 7)*0.75*0.0**2214645.2300000004*1139.0*0.0*29168008.0*False*13.1577*0.0*0.0*0.0*0.030000000000000002****False*T*2020
LABORAL KUTXA RENTA FIJA GARANTIZADO XX,FI*LABORAL KUTXA RENTA FIJA GARANTIZADO XX, FI*2020 T4*2020-07-01*2020-12-31*2 (En una escala del 1 al 7)*0.0*-0.39**2179237.22*1140.0*0.0*29483879.0*False*13.4897*0.01*0.0*0.01*0.020000000000000004****False*T*2020
